BusinessEntityID,Name,SalesPersonID,Demographics,rowguid,ModifiedDate
292,Next-Door Bike Store,279,0x3C00530074006F0072006500530075007200760065007900200078006D006C006E0073003D00220068007400740070003A002F002F0073006300680065006D00610073002E006D006900630072006F0073006F00660074002E0063006F006D002F00730071006C007300650072007600650072002F0032003000300034002F00300037002F0061006400760065006E0074007500720065002D0077006F0072006B0073002F00530074006F007200650053007500720076006500790022003E003C0041006E006E00750061006C00530061006C00650073003E003800300030003000300030003C002F0041006E006E00750061006C00530061006C00650073003E003C0041006E006E00750061006C0052006500760065006E00750065003E00380030003000300030003C002F0041006E006E00750061006C0052006500760065006E00750065003E003C00420061006E006B004E0061006D0065003E0055006E0069007400650064002000530065006300750072006900740079003C002F00420061006E006B004E0061006D0065003E003C0042007500730069006E0065007300730054007900700065003E0042004D003C002F0042007500730069006E0065007300730054007900700065003E003C0059006500610072004F00700065006E00650064003E0031003900390036003C002F0059006500610072004F00700065006E00650064003E003C005300700065006300690061006C00740079003E004D006F0075006E007400610069006E003C002F005300700065006300690061006C00740079003E003C0053007100750061007200650046006500650074003E00320031003000300030003C002F0053007100750061007200650046006500650074003E003C004200720061006E00640073003E0032003C002F004200720061006E00640073003E003C0049006E007400650072006E00650074003E004900530044004E003C002F0049006E007400650072006E00650074003E003C004E0075006D0062006500720045006D0070006C006F0079006500650073003E00310033003C002F004E0075006D0062006500720045006D0070006C006F0079006500650073003E003C002F00530074006F00720065005300750072007600650079003E00,a22517e3-848d-4ebe-b9d9-7437f3432304,12/09/2014 11:15:07
294,Professional Sales and Service,276,0x3C00530074006F0072006500530075007200760065007900200078006D006C006E0073003D00220068007400740070003A002F002F0073006300680065006D00610073002E006D006900630072006F0073006F00660074002E0063006F006D002F00730071006C007300650072007600650072002F0032003000300034002F00300037002F0061006400760065006E0074007500720065002D0077006F0072006B0073002F00530074006F007200650053007500720076006500790022003E003C0041006E006E00750061006C00530061006C00650073003E003800300030003000300030003C002F0041006E006E00750061006C00530061006C00650073003E003C0041006E006E00750061006C0052006500760065006E00750065003E00380030003000300030003C002F0041006E006E00750061006C0052006500760065006E00750065003E003C00420061006E006B004E0061006D0065003E0049006E007400650072006E006100740069006F006E0061006C002000420061006E006B003C002F00420061006E006B004E0061006D0065003E003C0042007500730069006E0065007300730054007900700065003E0042004D003C002F0042007500730069006E0065007300730054007900700065003E003C0059006500610072004F00700065006E00650064003E0031003900390031003C002F0059006500610072004F00700065006E00650064003E003C005300700065006300690061006C00740079003E0054006F007500720069006E0067003C002F005300700065006300690061006C00740079003E003C0053007100750061007200650046006500650074003E00310038003000300030003C002F0053007100750061007200650046006500650074003E003C004200720061006E00640073003E0034002B003C002F004200720061006E00640073003E003C0049006E007400650072006E00650074003E00540031003C002F0049006E007400650072006E00650074003E003C004E0075006D0062006500720045006D0070006C006F0079006500650073003E00310034003C002F004E0075006D0062006500720045006D0070006C006F0079006500650073003E003C002F00530074006F00720065005300750072007600650079003E00,b50ca50b-c601-4a13-b07e-2c63862d71b4,12/09/2014 11:15:07
296,Riders Company,277,0x3C00530074006F0072006500530075007200760065007900200078006D006C006E0073003D00220068007400740070003A002F002F0073006300680065006D00610073002E006D006900630072006F0073006F00660074002E0063006F006D002F00730071006C007300650072007600650072002F0032003000300034002F00300037002F0061006400760065006E0074007500720065002D0077006F0072006B0073002F00530074006F007200650053007500720076006500790022003E003C0041006E006E00750061006C00530061006C00650073003E003800300030003000300030003C002F0041006E006E00750061006C00530061006C00650073003E003C0041006E006E00750061006C0052006500760065006E00750065003E00380030003000300030003C002F0041006E006E00750061006C0052006500760065006E00750065003E003C00420061006E006B004E0061006D0065003E005000720069006D006100720079002000420061006E006B002000260061006D0070003B00200052006500730065007200760065003C002F00420061006E006B004E0061006D0065003E003C0042007500730069006E0065007300730054007900700065003E0042004D003C002F0042007500730069006E0065007300730054007900700065003E003C0059006500610072004F00700065006E00650064003E0031003900390039003C002F0059006500610072004F00700065006E00650064003E003C005300700065006300690061006C00740079003E0052006F00610064003C002F005300700065006300690061006C00740079003E003C0053007100750061007200650046006500650074003E00320031003000300030003C002F0053007100750061007200650046006500650074003E003C004200720061006E00640073003E0032003C002F004200720061006E00640073003E003C0049006E007400650072006E00650074003E00440053004C003C002F0049006E007400650072006E00650074003E003C004E0075006D0062006500720045006D0070006C006F0079006500650073003E00310035003C002F004E0075006D0062006500720045006D0070006C006F0079006500650073003E003C002F00530074006F00720065005300750072007600650079003E00,337c3688-1339-4e1a-a08a-b54b23566e49,12/09/2014 11:15:07
298,The Bike Mechanics,275,0x3C00530074006F0072006500530075007200760065007900200078006D006C006E0073003D00220068007400740070003A002F002F0073006300680065006D00610073002E006D006900630072006F0073006F00660074002E0063006F006D002F00730071006C007300650072007600650072002F0032003000300034002F00300037002F0061006400760065006E0074007500720065002D0077006F0072006B0073002F00530074006F007200650053007500720076006500790022003E003C0041006E006E00750061006C00530061006C00650073003E003800300030003000300030003C002F0041006E006E00750061006C00530061006C00650073003E003C0041006E006E00750061006C0052006500760065006E00750065003E00380030003000300030003C002F0041006E006E00750061006C0052006500760065006E00750065003E003C00420061006E006B004E0061006D0065003E0049006E007400650072006E006100740069006F006E0061006C002000530065006300750072006900740079003C002F00420061006E006B004E0061006D0065003E003C0042007500730069006E0065007300730054007900700065003E0042004D003C002F0042007500730069006E0065007300730054007900700065003E003C0059006500610072004F00700065006E00650064003E0031003900390034003C002F0059006500610072004F00700065006E00650064003E003C005300700065006300690061006C00740079003E004D006F0075006E007400610069006E003C002F005300700065006300690061006C00740079003E003C0053007100750061007200650046006500650074003E00310038003000300030003C002F0053007100750061007200650046006500650074003E003C004200720061006E00640073003E0032003C002F004200720061006E00640073003E003C0049006E007400650072006E00650074003E00440053004C003C002F0049006E007400650072006E00650074003E003C004E0075006D0062006500720045006D0070006C006F0079006500650073003E00310036003C002F004E0075006D0062006500720045006D0070006C006F0079006500650073003E003C002F00530074006F00720065005300750072007600650079003E00,7894f278-f0c8-4d16-bd75-213fdbf13023,12/09/2014 11:15:07
300,Nationwide Supply,286,0x3C00530074006F0072006500530075007200760065007900200078006D006C006E0073003D00220068007400740070003A002F002F0073006300680065006D00610073002E006D006900630072006F0073006F00660074002E0063006F006D002F00730071006C007300650072007600650072002F0032003000300034002F00300037002F0061006400760065006E0074007500720065002D0077006F0072006B0073002F00530074006F007200650053007500720076006500790022003E003C0041006E006E00750061006C00530061006C00650073003E003800300030003000300030003C002F0041006E006E00750061006C00530061006C00650073003E003C0041006E006E00750061006C0052006500760065006E00750065003E00380030003000300030003C002F0041006E006E00750061006C0052006500760065006E00750065003E003C00420061006E006B004E0061006D0065003E0047007500610072006400690061006E002000420061006E006B003C002F00420061006E006B004E0061006D0065003E003C0042007500730069006E0065007300730054007900700065003E0042004D003C002F0042007500730069006E0065007300730054007900700065003E003C0059006500610072004F00700065006E00650064003E0031003900380037003C002F0059006500610072004F00700065006E00650064003E003C005300700065006300690061006C00740079003E0054006F007500720069006E0067003C002F005300700065006300690061006C00740079003E003C0053007100750061007200650046006500650074003E00320031003000300030003C002F0053007100750061007200650046006500650074003E003C004200720061006E00640073003E0034002B003C002F004200720061006E00640073003E003C0049006E007400650072006E00650074003E00440053004C003C002F0049006E007400650072006E00650074003E003C004E0075006D0062006500720045006D0070006C006F0079006500650073003E00310037003C002F004E0075006D0062006500720045006D0070006C006F0079006500650073003E003C002F00530074006F00720065005300750072007600650079003E00,c3fc9705-a8c4-4f3a-9550-eb2fa4b7b64d,12/09/2014 11:15:07
302,Area Bike Accessories,281,0x3C00530074006F0072006500530075007200760065007900200078006D006C006E0073003D00220068007400740070003A002F002F0073006300680065006D00610073002E006D006900630072006F0073006F00660074002E0063006F006D002F00730071006C007300650072007600650072002F0032003000300034002F00300037002F0061006400760065006E0074007500720065002D0077006F0072006B0073002F00530074006F007200650053007500720076006500790022003E003C0041006E006E00750061006C00530061006C00650073003E003300300030003000300030003C002F0041006E006E00750061006C00530061006C00650073003E003C0041006E006E00750061006C0052006500760065006E00750065003E00330030003000300030003C002F0041006E006E00750061006C0052006500760065006E00750065003E003C00420061006E006B004E0061006D0065003E0049006E007400650072006E006100740069006F006E0061006C002000420061006E006B003C002F00420061006E006B004E0061006D0065003E003C0042007500730069006E0065007300730054007900700065003E0042004D003C002F0042007500730069006E0065007300730054007900700065003E003C0059006500610072004F00700065006E00650064003E0031003900380032003C002F0059006500610072004F00700065006E00650064003E003C005300700065006300690061006C00740079003E0052006F00610064003C002F005300700065006300690061006C00740079003E003C0053007100750061007200650046006500650074003E0039003000300030003C002F0053007100750061007200650046006500650074003E003C004200720061006E00640073003E00410057003C002F004200720061006E00640073003E003C0049006E007400650072006E00650074003E00540032003C002F0049006E007400650072006E00650074003E003C004E0075006D0062006500720045006D0070006C006F0079006500650073003E0038003C002F004E0075006D0062006500720045006D0070006C006F0079006500650073003E003C002F00530074006F00720065005300750072007600650079003E00,368be6dd-30e5-49bb-9a86-71fd49c58f4e,12/09/2014 11:15:07
304,Bicycle Accessories and Kits,283,0x3C00530074006F0072006500530075007200760065007900200078006D006C006E0073003D00220068007400740070003A002F002F0073006300680065006D00610073002E006D006900630072006F0073006F00660074002E0063006F006D002F00730071006C007300650072007600650072002F0032003000300034002F00300037002F0061006400760065006E0074007500720065002D0077006F0072006B0073002F00530074006F007200650053007500720076006500790022003E003C0041006E006E00750061006C00530061006C00650073003E003300300030003000300030003C002F0041006E006E00750061006C00530061006C00650073003E003C0041006E006E00750061006C0052006500760065006E00750065003E00330030003000300030003C002F0041006E006E00750061006C0052006500760065006E00750065003E003C00420061006E006B004E0061006D0065003E005000720069006D006100720079002000420061006E006B002000260061006D0070003B00200052006500730065007200760065003C002F00420061006E006B004E0061006D0065003E003C0042007500730069006E0065007300730054007900700065003E0042004D003C002F0042007500730069006E0065007300730054007900700065003E003C0059006500610072004F00700065006E00650064003E0031003900390030003C002F0059006500610072004F00700065006E00650064003E003C005300700065006300690061006C00740079003E004D006F0075006E007400610069006E003C002F005300700065006300690061006C00740079003E003C0053007100750061007200650046006500650074003E0037003000300030003C002F0053007100750061007200650046006500650074003E003C004200720061006E00640073003E00410057003C002F004200720061006E00640073003E003C0049006E007400650072006E00650074003E00540031003C002F0049006E007400650072006E00650074003E003C004E0075006D0062006500720045006D0070006C006F0079006500650073003E0039003C002F004E0075006D0062006500720045006D0070006C006F0079006500650073003E003C002F00530074006F00720065005300750072007600650079003E00,35f40636-5105-49d5-869e-27e231189150,12/09/2014 11:15:07
306,Clamps & Brackets Co.,275,0x3C00530074006F0072006500530075007200760065007900200078006D006C006E0073003D00220068007400740070003A002F002F0073006300680065006D00610073002E006D006900630072006F0073006F00660074002E0063006F006D002F00730071006C007300650072007600650072002F0032003000300034002F00300037002F0061006400760065006E0074007500720065002D0077006F0072006B0073002F00530074006F007200650053007500720076006500790022003E003C0041006E006E00750061006C00530061006C00650073003E003800300030003000300030003C002F0041006E006E00750061006C00530061006C00650073003E003C0041006E006E00750061006C0052006500760065006E00750065003E00380030003000300030003C002F0041006E006E00750061006C0052006500760065006E00750065003E003C00420061006E006B004E0061006D0065003E0049006E007400650072006E006100740069006F006E0061006C002000530065006300750072006900740079003C002F00420061006E006B004E0061006D0065003E003C0042007500730069006E0065007300730054007900700065003E0042004D003C002F0042007500730069006E0065007300730054007900700065003E003C0059006500610072004F00700065006E00650064003E0031003900380035003C002F0059006500610072004F00700065006E00650064003E003C005300700065006300690061006C00740079003E004D006F0075006E007400610069006E003C002F005300700065006300690061006C00740079003E003C0053007100750061007200650046006500650074003E00310037003000300030003C002F0053007100750061007200650046006500650074003E003C004200720061006E00640073003E0034002B003C002F004200720061006E00640073003E003C0049006E007400650072006E00650074003E00440053004C003C002F0049006E007400650072006E00650074003E003C004E0075006D0062006500720045006D0070006C006F0079006500650073003E00310030003C002F004E0075006D0062006500720045006D0070006C006F0079006500650073003E003C002F00530074006F00720065005300750072007600650079003E00,64d06bfc-d060-405c-8c60-c067fe7c67df,12/09/2014 11:15:07
308,Valley Bicycle Specialists,277,0x3C00530074006F0072006500530075007200760065007900200078006D006C006E0073003D00220068007400740070003A002F002F0073006300680065006D00610073002E006D006900630072006F0073006F00660074002E0063006F006D002F00730071006C007300650072007600650072002F0032003000300034002F00300037002F0061006400760065006E0074007500720065002D0077006F0072006B0073002F00530074006F007200650053007500720076006500790022003E003C0041006E006E00750061006C00530061006C00650073003E0033003000300030003000300030003C002F0041006E006E00750061006C00530061006C00650073003E003C0041006E006E00750061006C0052006500760065006E00750065003E003300300030003000300030003C002F0041006E006E00750061006C0052006500760065006E00750065003E003C00420061006E006B004E0061006D0065003E005000720069006D006100720079002000420061006E006B002000260061006D0070003B00200052006500730065007200760065003C002F00420061006E006B004E0061006D0065003E003C0042007500730069006E0065007300730054007900700065003E004F0053003C002F0042007500730069006E0065007300730054007900700065003E003C0059006500610072004F00700065006E00650064003E0031003900370039003C002F0059006500610072004F00700065006E00650064003E003C005300700065006300690061006C00740079003E004D006F0075006E007400610069006E003C002F005300700065006300690061006C00740079003E003C0053007100750061007200650046006500650074003E00370032003000300030003C002F0053007100750061007200650046006500650074003E003C004200720061006E00640073003E0034002B003C002F004200720061006E00640073003E003C0049006E007400650072006E00650074003E00440053004C003C002F0049006E007400650072006E00650074003E003C004E0075006D0062006500720045006D0070006C006F0079006500650073003E00360036003C002F004E0075006D0062006500720045006D0070006C006F0079006500650073003E003C002F00530074006F00720065005300750072007600650079003E00,59386b0c-652e-4668-b44b-4e1711793330,12/09/2014 11:15:07
310,New Bikes Company,279,0x3C00530074006F0072006500530075007200760065007900200078006D006C006E0073003D00220068007400740070003A002F002F0073006300680065006D00610073002E006D006900630072006F0073006F00660074002E0063006F006D002F00730071006C007300650072007600650072002F0032003000300034002F00300037002F0061006400760065006E0074007500720065002D0077006F0072006B0073002F00530074006F007200650053007500720076006500790022003E003C0041006E006E00750061006C00530061006C00650073003E0031003500300030003000300030003C002F0041006E006E00750061006C00530061006C00650073003E003C0041006E006E00750061006C0052006500760065006E00750065003E003100350030003000300030003C002F0041006E006E00750061006C0052006500760065006E00750065003E003C00420061006E006B004E0061006D0065003E0049006E007400650072006E006100740069006F006E0061006C002000530065006300750072006900740079003C002F00420061006E006B004E0061006D0065003E003C0042007500730069006E0065007300730054007900700065003E004F0053003C002F0042007500730069006E0065007300730054007900700065003E003C0059006500610072004F00700065006E00650064003E0031003900370034003C002F0059006500610072004F00700065006E00650064003E003C005300700065006300690061006C00740079003E0052006F00610064003C002F005300700065006300690061006C00740079003E003C0053007100750061007200650046006500650074003E00330039003000300030003C002F0053007100750061007200650046006500650074003E003C004200720061006E00640073003E0034002B003C002F004200720061006E00640073003E003C0049006E007400650072006E00650074003E00540031003C002F0049006E007400650072006E00650074003E003C004E0075006D0062006500720045006D0070006C006F0079006500650073003E00340030003C002F004E0075006D0062006500720045006D0070006C006F0079006500650073003E003C002F00530074006F00720065005300750072007600650079003E00,47e4b6bd-5cd1-45a3-a231-79d930381c56,12/09/2014 11:15:07
